paper_id,claim_id,table_figure,claim_type,claim,value_script,value_paper,match,value_rewrite,match_rewrite,defect_locus,notes
coppock_hill_vavreck_2020,table_1_m1_attack_d_se,Table 1,pipeline,"Table 1, model 1, attack_d, std.error",0.04623707391558492,0.046,1,0.04623707391558492,1,NA,The article prints 0.046 and the pipeline gives 0.046.
coppock_hill_vavreck_2020,table_1_m3_attack_d_est,Table 1,pipeline,"Table 1, model 3, attack_d, estimate",0.02796005024018374,0.028,1,0.02796005024018374,1,NA,The article prints 0.028 and the pipeline gives 0.028.
coppock_hill_vavreck_2020,table_1_m3_attack_d_se,Table 1,pipeline,"Table 1, model 3, attack_d, std.error",0.01635585479026182,0.016,1,0.01635585479026182,1,NA,The article prints 0.016 and the pipeline gives 0.016.
coppock_hill_vavreck_2020,table_1_m1_general_d_est,Table 1,pipeline,"Table 1, model 1, general_d, estimate",0.1226242983961047,0.123,1,0.1226242983961047,1,NA,The article prints 0.123 and the pipeline gives 0.123.
coppock_hill_vavreck_2020,table_1_m1_general_d_se,Table 1,pipeline,"Table 1, model 1, general_d, std.error",0.06690221321384028,0.067,1,0.06690221321384028,1,NA,The article prints 0.067 and the pipeline gives 0.067.
coppock_hill_vavreck_2020,table_1_m2_pro_trump_d_est,Table 1,pipeline,"Table 1, model 2, pro_trump_d, estimate",-0.12383690151390853,-0.124,1,-0.12383690151390853,1,NA,The article prints -0.124 and the pipeline gives -0.124.
coppock_hill_vavreck_2020,table_1_m2_pro_trump_d_se,Table 1,pipeline,"Table 1, model 2, pro_trump_d, std.error",0.10111867542887638,0.101,1,0.10111867542887638,1,NA,The article prints 0.101 and the pipeline gives 0.101.
coppock_hill_vavreck_2020,table_1_m4_pro_trump_d_est,Table 1,pipeline,"Table 1, model 4, pro_trump_d, estimate",-0.01577271267227369,-0.016,1,-0.01577271267227369,1,NA,The article prints -0.016 and the pipeline gives -0.016.
coppock_hill_vavreck_2020,table_1_m4_pro_trump_d_se,Table 1,pipeline,"Table 1, model 4, pro_trump_d, std.error",0.03377671393878262,0.034,1,0.03377671393878262,1,NA,The article prints 0.034 and the pipeline gives 0.034.
coppock_hill_vavreck_2020,table_1_m2_anti_clinton_d_est,Table 1,pipeline,"Table 1, model 2, anti_clinton_d, estimate",-0.10506738546567455,-0.105,1,-0.10506738546567455,1,NA,The article prints -0.105 and the pipeline gives -0.105.
coppock_hill_vavreck_2020,table_1_m2_anti_clinton_d_se,Table 1,pipeline,"Table 1, model 2, anti_clinton_d, std.error",0.06988860906075982,0.070,1,0.06988860906075982,1,NA,The article prints 0.070 and the pipeline gives 0.070.
coppock_hill_vavreck_2020,table_1_m4_anti_clinton_d_est,Table 1,pipeline,"Table 1, model 4, anti_clinton_d, estimate",0.01156873851790812,0.012,1,0.01156873851790812,1,NA,The article prints 0.012 and the pipeline gives 0.012.
coppock_hill_vavreck_2020,table_1_m4_anti_clinton_d_se,Table 1,pipeline,"Table 1, model 4, anti_clinton_d, std.error",0.02296757258421005,0.023,1,0.02296757258421005,1,NA,The article prints 0.023 and the pipeline gives 0.023.
coppock_hill_vavreck_2020,table_1_m2_anti_trump_d_est,Table 1,pipeline,"Table 1, model 2, anti_trump_d, estimate",-0.04136769501090464,-0.041,1,-0.04136769501090464,1,NA,The article prints -0.041 and the pipeline gives -0.041.
coppock_hill_vavreck_2020,table_1_m2_anti_trump_d_se,Table 1,pipeline,"Table 1, model 2, anti_trump_d, std.error",0.05790668753051625,0.058,1,0.05790668753051625,1,NA,The article prints 0.058 and the pipeline gives 0.058.
coppock_hill_vavreck_2020,table_1_m4_anti_trump_d_est,Table 1,pipeline,"Table 1, model 4, anti_trump_d, estimate",0.02610143338613112,0.026,1,0.02610143338613112,1,NA,The article prints 0.026 and the pipeline gives 0.026.
coppock_hill_vavreck_2020,table_1_m4_anti_trump_d_se,Table 1,pipeline,"Table 1, model 4, anti_trump_d, std.error",0.02140915838153556,0.021,1,0.02140915838153556,1,NA,The article prints 0.021 and the pipeline gives 0.021.
coppock_hill_vavreck_2020,table_1_m2_pro_sanders_d_est,Table 1,pipeline,"Table 1, model 2, pro_sanders_d, estimate",-0.07492440968189663,-0.075,1,-0.07492440968189663,1,NA,The article prints -0.075 and the pipeline gives -0.075.
coppock_hill_vavreck_2020,table_1_m2_pro_sanders_d_se,Table 1,pipeline,"Table 1, model 2, pro_sanders_d, std.error",0.08853005507680942,0.089,1,0.08853005507680942,1,NA,The article prints 0.089 and the pipeline gives 0.089.
coppock_hill_vavreck_2020,table_1_m2_pro_cruz_d_est,Table 1,pipeline,"Table 1, model 2, pro_cruz_d, estimate",0.04706949192233966,0.047,1,0.04706949192233966,1,NA,The article prints 0.047 and the pipeline gives 0.047.
coppock_hill_vavreck_2020,table_1_m2_pro_cruz_d_se,Table 1,pipeline,"Table 1, model 2, pro_cruz_d, std.error",0.11619380556834476,0.116,1,0.11619380556834476,1,NA,The article prints 0.116 and the pipeline gives 0.116.
coppock_hill_vavreck_2020,table_1_m2_pro_kasich_d_est,Table 1,pipeline,"Table 1, model 2, pro_kasich_d, estimate",-0.18177785890921255,-0.182,1,-0.18177785890921255,1,NA,The article prints -0.182 and the pipeline gives -0.182.
coppock_hill_vavreck_2020,table_1_m2_pro_kasich_d_se,Table 1,pipeline,"Table 1, model 2, pro_kasich_d, std.error",0.1447649378597601,0.145,1,0.1447649378597601,1,NA,The article prints 0.145 and the pipeline gives 0.145.
coppock_hill_vavreck_2020,table_1_m1_nobs,Table 1,pipeline,"Table 1, model 1, number of observations",354,354,1,354,1,NA,The article prints 354 and the pipeline gives 354.
coppock_hill_vavreck_2020,table_1_m2_nobs,Table 1,pipeline,"Table 1, model 2, number of observations",354,354,1,354,1,NA,The article prints 354 and the pipeline gives 354.
coppock_hill_vavreck_2020,table_1_m3_nobs,Table 1,pipeline,"Table 1, model 3, number of observations",204,204,1,204,1,NA,The article prints 204 and the pipeline gives 204.
coppock_hill_vavreck_2020,table_1_m4_nobs,Table 1,pipeline,"Table 1, model 4, number of observations",204,204,1,204,1,NA,The article prints 204 and the pipeline gives 204.
coppock_hill_vavreck_2020,desc_table_1_m1_intrcpt_star,Table 1,descriptive,Table 1 marks the model 1 average effect as significant at the 5 per cent level,1,NA,1,1,1,NA,The pipeline supports this claim. p = 0.00587
coppock_hill_vavreck_2020,desc_table_1_m2_intrcpt_star,Table 1,descriptive,Table 1 marks the model 2 average effect as significant at the 5 per cent level,1,NA,1,1,1,NA,The pipeline supports this claim. p = 0.00245
coppock_hill_vavreck_2020,desc_table_1_m3_date_d_star,Table 1,descriptive,Table 1 marks the model 3 time slope as significant at the 5 per cent level,1,NA,1,1,1,NA,The pipeline supports this claim. p = 0.01344
coppock_hill_vavreck_2020,figure_2_fav_republican_prodem_est,Figure 2,pipeline,"Figure 2, Favorability, Republican respondents, pro-Democratic ad, estimate",0.03865953961790649,0.039,1,0.03865953961790649,1,NA,The article prints 0.039 and the pipeline gives 0.039.
coppock_hill_vavreck_2020,figure_2_fav_republican_prodem_se,Figure 2,pipeline,"Figure 2, Favorability, Republican respondents, pro-Democratic ad, std.error",0.03565816016712495,0.036,1,0.03565816016712495,1,NA,The article prints 0.036 and the pipeline gives 0.036.
coppock_hill_vavreck_2020,figure_2_fav_republican_prorep_est,Figure 2,pipeline,"Figure 2, Favorability, Republican respondents, pro-Republican ad, estimate",0.04801966652272864,0.048,1,0.04801966652272864,1,NA,The article prints 0.048 and the pipeline gives 0.048.
coppock_hill_vavreck_2020,figure_2_fav_republican_prorep_se,Figure 2,pipeline,"Figure 2, Favorability, Republican respondents, pro-Republican ad, std.error",0.03892303152077821,0.039,1,0.03892303152077821,1,NA,The article prints 0.039 and the pipeline gives 0.039.
coppock_hill_vavreck_2020,figure_2_fav_independent_prodem_est,Figure 2,pipeline,"Figure 2, Favorability, Independent respondents, pro-Democratic ad, estimate",0.06999327365944055,0.070,1,0.06999327365944055,1,NA,The article prints 0.070 and the pipeline gives 0.070.
coppock_hill_vavreck_2020,figure_2_fav_independent_prodem_se,Figure 2,pipeline,"Figure 2, Favorability, Independent respondents, pro-Democratic ad, std.error",0.06782033423093256,0.068,1,0.06782033423093256,1,NA,The article prints 0.068 and the pipeline gives 0.068.
coppock_hill_vavreck_2020,figure_2_fav_independent_prorep_est,Figure 2,pipeline,"Figure 2, Favorability, Independent respondents, pro-Republican ad, estimate",0.0121099394831963,0.012,1,0.0121099394831963,1,NA,The article prints 0.012 and the pipeline gives 0.012.
coppock_hill_vavreck_2020,figure_2_fav_independent_prorep_se,Figure 2,pipeline,"Figure 2, Favorability, Independent respondents, pro-Republican ad, std.error",0.08717368634083936,0.087,1,0.08717368634083936,1,NA,The article prints 0.087 and the pipeline gives 0.087.
coppock_hill_vavreck_2020,figure_2_fav_democratic_prodem_est,Figure 2,pipeline,"Figure 2, Favorability, Democratic respondents, pro-Democratic ad, estimate",0.1064765736207072,0.106,1,0.1064765736207072,1,NA,The article prints 0.106 and the pipeline gives 0.106.
coppock_hill_vavreck_2020,figure_2_fav_democratic_prodem_se,Figure 2,pipeline,"Figure 2, Favorability, Democratic respondents, pro-Democratic ad, std.error",0.02745781870615061,0.027,1,0.02745781870615061,1,NA,The article prints 0.027 and the pipeline gives 0.027.
coppock_hill_vavreck_2020,figure_2_fav_democratic_prorep_est,Figure 2,pipeline,"Figure 2, Favorability, Democratic respondents, pro-Republican ad, estimate",-0.02638333098454512,-0.026,1,-0.02638333098454512,1,NA,The article prints -0.026 and the pipeline gives -0.026.
coppock_hill_vavreck_2020,figure_2_fav_democratic_prorep_se,Figure 2,pipeline,"Figure 2, Favorability, Democratic respondents, pro-Republican ad, std.error",0.04943198444453534,0.049,1,0.04943198444453534,1,NA,The article prints 0.049 and the pipeline gives 0.049.
coppock_hill_vavreck_2020,figure_2_vc_republican_prodem_est,Figure 2,pipeline,"Figure 2, Vote choice, Republican respondents, pro-Democratic ad, estimate",0.0069909232014625,0.007,1,0.0069909232014625,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,figure_2_vc_republican_prodem_se,Figure 2,pipeline,"Figure 2, Vote choice, Republican respondents, pro-Democratic ad, std.error",0.01393566308637443,0.014,1,0.01393566308637443,1,NA,The article prints 0.014 and the pipeline gives 0.014.
coppock_hill_vavreck_2020,figure_2_vc_republican_prorep_est,Figure 2,pipeline,"Figure 2, Vote choice, Republican respondents, pro-Republican ad, estimate",-0.00216608514888706,-0.002,1,-0.00216608514888706,1,NA,The article prints -0.002 and the pipeline gives -0.002.
coppock_hill_vavreck_2020,figure_2_vc_republican_prorep_se,Figure 2,pipeline,"Figure 2, Vote choice, Republican respondents, pro-Republican ad, std.error",0.00912830313876472,0.009,1,0.00912830313876472,1,NA,The article prints 0.009 and the pipeline gives 0.009.
coppock_hill_vavreck_2020,figure_2_vc_independent_prodem_est,Figure 2,pipeline,"Figure 2, Vote choice, Independent respondents, pro-Democratic ad, estimate",0.00506265749355459,0.005,1,0.00506265749355459,1,NA,The article prints 0.005 and the pipeline gives 0.005.
coppock_hill_vavreck_2020,figure_2_vc_independent_prodem_se,Figure 2,pipeline,"Figure 2, Vote choice, Independent respondents, pro-Democratic ad, std.error",0.02374758866842946,0.024,1,0.02374758866842946,1,NA,The article prints 0.024 and the pipeline gives 0.024.
coppock_hill_vavreck_2020,figure_2_vc_independent_prorep_est,Figure 2,pipeline,"Figure 2, Vote choice, Independent respondents, pro-Republican ad, estimate",0.02716273143722471,0.027,1,0.02716273143722471,1,NA,The article prints 0.027 and the pipeline gives 0.027.
coppock_hill_vavreck_2020,figure_2_vc_independent_prorep_se,Figure 2,pipeline,"Figure 2, Vote choice, Independent respondents, pro-Republican ad, std.error",0.02914585034552123,0.029,1,0.02914585034552123,1,NA,The article prints 0.029 and the pipeline gives 0.029.
coppock_hill_vavreck_2020,figure_2_vc_democratic_prodem_est,Figure 2,pipeline,"Figure 2, Vote choice, Democratic respondents, pro-Democratic ad, estimate",0.02717592777428138,0.027,1,0.02717592777428138,1,NA,The article prints 0.027 and the pipeline gives 0.027.
coppock_hill_vavreck_2020,figure_2_vc_democratic_prodem_se,Figure 2,pipeline,"Figure 2, Vote choice, Democratic respondents, pro-Democratic ad, std.error",0.00801715594366604,0.008,1,0.00801715594366604,1,NA,The article prints 0.008 and the pipeline gives 0.008.
coppock_hill_vavreck_2020,figure_2_vc_democratic_prorep_est,Figure 2,pipeline,"Figure 2, Vote choice, Democratic respondents, pro-Republican ad, estimate",-0.0233960926436279,-0.023,1,-0.0233960926436279,1,NA,The article prints -0.023 and the pipeline gives -0.023.
coppock_hill_vavreck_2020,figure_2_vc_democratic_prorep_se,Figure 2,pipeline,"Figure 2, Vote choice, Democratic respondents, pro-Republican ad, std.error",0.01478602837880542,0.015,1,0.01478602837880542,1,NA,The article prints 0.015 and the pipeline gives 0.015.
coppock_hill_vavreck_2020,appendix_a_n_unique_ads,Appendix A,pipeline,Distinct campaign advertisements,49,50,0,49,0,paper_internal,"The article prints 50 and the pipeline gives 49. Appendix section A says Table S1 shows 50 unique advertisements. The data hold 49 campaign advertisements plus the placebo, and the main text's 49 is right. Two of the 49 share the title Sacrifice and the week of 5 September, so the table's body carries 48 distinct names."
coppock_hill_vavreck_2020,appendix_a_n_repeat_ads_named,Appendix A,pipeline,Advertisements fielded in more than one week,7,8,0,7,0,paper_internal,The article prints 8 and the pipeline gives 7. Appendix section A names eight advertisements as shown in multiple weeks. Seven were: Man of People was fielded only in the week of 14 March.
coppock_hill_vavreck_2020,appendix_a_n_anti_trump,Appendix A,pipeline,Anti-Trump deployments,30,28,0,30,0,paper_internal,"The article prints 28 and the pipeline gives 30. Appendix section A gives 28, 9, 9 and 3 for anti-Trump, anti-Clinton, pro-Clinton and pro-Trump advertisements 'including the ads we deployed more than once'. The deployment counts are 30, 11, 8 and 3, which is what the main text states, and the distinct-advertisement counts are 24, 11, 6 and 3."
coppock_hill_vavreck_2020,appendix_a_n_anti_clinton,Appendix A,pipeline,Anti-Clinton deployments,11,9,0,11,0,paper_internal,The article prints 9 and the pipeline gives 11.
coppock_hill_vavreck_2020,appendix_a_n_pro_clinton,Appendix A,pipeline,Pro-Clinton deployments,8,9,0,8,0,paper_internal,The article prints 9 and the pipeline gives 8.
coppock_hill_vavreck_2020,appendix_a_n_pro_trump,Appendix A,pipeline,Pro-Trump deployments,3,3,1,3,1,NA,The article prints 3 and the pipeline gives 3.
coppock_hill_vavreck_2020,table_s1_n_weeks,Table S1,pipeline,Weeks listed,29,29,1,29,1,NA,The article prints 29 and the pipeline gives 29. Table S1 lists one row per week of the study.
coppock_hill_vavreck_2020,table_s1_n_ad_entries,Table S1,pipeline,Advertisement-week entries,58,58,1,58,1,NA,"The article prints 58 and the pipeline gives 58. Three entries in the week of 14 March, one in the week of 5 September, two in each of the other 27 weeks."
coppock_hill_vavreck_2020,appendix_b_n_repeat_ads,Appendix B,pipeline,Advertisements fielded more than once,7,7,1,7,1,NA,"The article prints 7 and the pipeline gives 7. Appendix section B and Figure S1 both use seven, which is correct."
coppock_hill_vavreck_2020,desc_repeat_ads_no_significant_variation,Appendix B,descriptive,Repeat advertisements whose effect varies significantly across weeks,0,NA,1,0,1,NA,The pipeline supports this claim. Quotes: p = 0.329; Real Life: p = 0.442; America: p = 0.790; Love/Kindness: p = 0.387; Speak: p = 0.232; Role Model: p = 0.322; Mirrors: p = 0.095
coppock_hill_vavreck_2020,desc_repeat_ad_quotes_increases,Appendix B,descriptive,Weekly estimates for the advertisement Quotes,NA,NA,NA,NA,NA,NA,"The sentence sets no threshold, so no verdict is computed. 2016-03-21: -0.185; 2016-04-05: -0.152; 2016-05-23: 0.067; 2016-10-10: 0.028"
coppock_hill_vavreck_2020,figure_s1_n_panels,Figure S1,pipeline,Panels,7,7,1,7,1,NA,"The article prints 7 and the pipeline gives 7. One panel per advertisement fielded in more than one week. The panels print no numbers, so the panel count is what the figure states."
coppock_hill_vavreck_2020,figure_s1_n_weekly_estimates,Figure S1,pipeline,Weekly estimates plotted,17,17,1,17,1,NA,The article prints 17 and the pipeline gives 17.
coppock_hill_vavreck_2020,table_s2_sates_favorability_est,Table S2,pipeline,"Table S2, sates, Favorability, estimate",0.04922782972267647,0.0492,1,0.04922782972267647,1,NA,The article prints 0.0492 and the pipeline gives 0.0492.
coppock_hill_vavreck_2020,table_s2_sates_favorability_se,Table S2,pipeline,"Table S2, sates, Favorability, std.error",0.02000094498066863,0.0200,1,0.02000094498066863,1,NA,The article prints 0.0200 and the pipeline gives 0.0200.
coppock_hill_vavreck_2020,table_s2_sates_favorability_p,Table S2,pipeline,"Table S2, sates, Favorability, p.value",0.09190442047183715,0.0919,1,0.09190442047183715,1,NA,The article prints 0.0919 and the pipeline gives 0.0919.
coppock_hill_vavreck_2020,table_s2_sates_favorability_tau2,Table S2,pipeline,"Table S2, sates, Favorability, tau2",0.00464927797701965,0.0046,1,0.00464927797701965,1,NA,The article prints 0.0046 and the pipeline gives 0.0046.
coppock_hill_vavreck_2020,table_s2_sates_favorability_tau,Table S2,pipeline,"Table S2, sates, Favorability, tau",0.06818561415005112,0.0682,1,0.06818561415005112,1,NA,The article prints 0.0682 and the pipeline gives 0.0682.
coppock_hill_vavreck_2020,table_s2_sates_votechoice_est,Table S2,pipeline,"Table S2, sates, Vote Choice, estimate",0.00718114897405215,0.0072,1,0.00718114897405215,1,NA,The article prints 0.0072 and the pipeline gives 0.0072.
coppock_hill_vavreck_2020,table_s2_sates_votechoice_se,Table S2,pipeline,"Table S2, sates, Vote Choice, std.error",0.00732724536941071,0.0073,1,0.00732724536941071,1,NA,The article prints 0.0073 and the pipeline gives 0.0073.
coppock_hill_vavreck_2020,table_s2_sates_votechoice_p,Table S2,pipeline,"Table S2, sates, Vote Choice, p.value",0.06995209824068573,0.0700,1,0.06995209824068573,1,NA,The article prints 0.0700 and the pipeline gives 0.0700.
coppock_hill_vavreck_2020,table_s2_sates_votechoice_tau2,Table S2,pipeline,"Table S2, sates, Vote Choice, tau2",4.922475942910378e-4,0.0005,1,4.922475942910378e-4,1,NA,The article prints 0.0005 and the pipeline gives 0.0005.
coppock_hill_vavreck_2020,table_s2_sates_votechoice_tau,Table S2,pipeline,"Table S2, sates, Vote Choice, tau",0.02218665351717193,0.0222,1,0.02218665351717193,1,NA,The article prints 0.0222 and the pipeline gives 0.0222.
coppock_hill_vavreck_2020,table_s2_cates_favorability_est,Table S2,pipeline,"Table S2, cates, Favorability, estimate",0.05845227149794074,0.0585,1,0.05845227149794074,1,NA,The article prints 0.0585 and the pipeline gives 0.0585.
coppock_hill_vavreck_2020,table_s2_cates_favorability_se,Table S2,pipeline,"Table S2, cates, Favorability, std.error",0.01783942762477388,0.0178,1,0.01783942762477388,1,NA,The article prints 0.0178 and the pipeline gives 0.0178.
coppock_hill_vavreck_2020,table_s2_cates_favorability_p,Table S2,pipeline,"Table S2, cates, Favorability, p.value",1.6505690635520724e-4,0.0002,1,1.6505690635520724e-4,1,NA,The article prints 0.0002 and the pipeline gives 0.0002.
coppock_hill_vavreck_2020,table_s2_cates_favorability_tau2,Table S2,pipeline,"Table S2, cates, Favorability, tau2",0.02173353143749127,0.0217,1,0.02173353143749127,1,NA,The article prints 0.0217 and the pipeline gives 0.0217.
coppock_hill_vavreck_2020,table_s2_cates_favorability_tau,Table S2,pipeline,"Table S2, cates, Favorability, tau",0.14742296780858563,0.1474,1,0.14742296780858563,1,NA,The article prints 0.1474 and the pipeline gives 0.1474.
coppock_hill_vavreck_2020,table_s2_cates_votechoice_est,Table S2,pipeline,"Table S2, cates, Vote Choice, estimate",0.00826356365738539,0.0083,1,0.00826356365738539,1,NA,The article prints 0.0083 and the pipeline gives 0.0083.
coppock_hill_vavreck_2020,table_s2_cates_votechoice_se,Table S2,pipeline,"Table S2, cates, Vote Choice, std.error",0.00514489865140912,0.0051,1,0.00514489865140912,1,NA,The article prints 0.0051 and the pipeline gives 0.0051.
coppock_hill_vavreck_2020,table_s2_cates_votechoice_p,Table S2,pipeline,"Table S2, cates, Vote Choice, p.value",0.09610393717584188,0.0961,1,0.09610393717584188,1,NA,The article prints 0.0961 and the pipeline gives 0.0961.
coppock_hill_vavreck_2020,table_s2_cates_votechoice_tau2,Table S2,pipeline,"Table S2, cates, Vote Choice, tau2",5.386489056590597e-4,0.0005,1,5.386489056590597e-4,1,NA,The article prints 0.0005 and the pipeline gives 0.0005.
coppock_hill_vavreck_2020,table_s2_cates_votechoice_tau,Table S2,pipeline,"Table S2, cates, Vote Choice, tau",0.02320881094884138,0.0232,1,0.02320881094884138,1,NA,The article prints 0.0232 and the pipeline gives 0.0232.
coppock_hill_vavreck_2020,table_s3_march_14_control,Table S3,pipeline,"Table S3, March 14, Control",268,268,1,268,1,NA,The article prints 268 and the pipeline gives 268.
coppock_hill_vavreck_2020,table_s3_march_14_anti_trump,Table S3,pipeline,"Table S3, March 14, Anti Trump",732,732,1,732,1,NA,The article prints 732 and the pipeline gives 732.
coppock_hill_vavreck_2020,table_s3_march_14_total,Table S3,pipeline,"Table S3, March 14, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_march_21_control,Table S3,pipeline,"Table S3, March 21, Control",260,260,1,260,1,NA,The article prints 260 and the pipeline gives 260.
coppock_hill_vavreck_2020,table_s3_march_21_pro_clinton,Table S3,pipeline,"Table S3, March 21, Pro Clinton",249,249,1,249,1,NA,The article prints 249 and the pipeline gives 249.
coppock_hill_vavreck_2020,table_s3_march_21_anti_trump,Table S3,pipeline,"Table S3, March 21, Anti Trump",253,253,1,253,1,NA,The article prints 253 and the pipeline gives 253.
coppock_hill_vavreck_2020,table_s3_march_21_two_ads,Table S3,pipeline,"Table S3, March 21, Two Ads",238,238,1,238,1,NA,The article prints 238 and the pipeline gives 238.
coppock_hill_vavreck_2020,table_s3_march_21_total,Table S3,pipeline,"Table S3, March 21, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_march_28_control,Table S3,pipeline,"Table S3, March 28, Control",253,253,1,253,1,NA,The article prints 253 and the pipeline gives 253.
coppock_hill_vavreck_2020,table_s3_march_28_pro_clinton,Table S3,pipeline,"Table S3, March 28, Pro Clinton",264,264,1,264,1,NA,The article prints 264 and the pipeline gives 264.
coppock_hill_vavreck_2020,table_s3_march_28_pro_sanders,Table S3,pipeline,"Table S3, March 28, Pro Sanders",241,241,1,241,1,NA,The article prints 241 and the pipeline gives 241.
coppock_hill_vavreck_2020,table_s3_march_28_two_ads,Table S3,pipeline,"Table S3, March 28, Two Ads",242,242,1,242,1,NA,The article prints 242 and the pipeline gives 242.
coppock_hill_vavreck_2020,table_s3_march_28_total,Table S3,pipeline,"Table S3, March 28, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_april_05_control,Table S3,pipeline,"Table S3, April 05, Control",251,251,1,251,1,NA,The article prints 251 and the pipeline gives 251.
coppock_hill_vavreck_2020,table_s3_april_05_pro_clinton,Table S3,pipeline,"Table S3, April 05, Pro Clinton",249,249,1,249,1,NA,The article prints 249 and the pipeline gives 249.
coppock_hill_vavreck_2020,table_s3_april_05_anti_trump,Table S3,pipeline,"Table S3, April 05, Anti Trump",255,255,1,255,1,NA,The article prints 255 and the pipeline gives 255.
coppock_hill_vavreck_2020,table_s3_april_05_two_ads,Table S3,pipeline,"Table S3, April 05, Two Ads",245,245,1,245,1,NA,The article prints 245 and the pipeline gives 245.
coppock_hill_vavreck_2020,table_s3_april_05_total,Table S3,pipeline,"Table S3, April 05, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_april_11_control,Table S3,pipeline,"Table S3, April 11, Control",255,255,1,255,1,NA,The article prints 255 and the pipeline gives 255.
coppock_hill_vavreck_2020,table_s3_april_11_pro_clinton,Table S3,pipeline,"Table S3, April 11, Pro Clinton",252,252,1,252,1,NA,The article prints 252 and the pipeline gives 252.
coppock_hill_vavreck_2020,table_s3_april_11_pro_sanders,Table S3,pipeline,"Table S3, April 11, Pro Sanders",243,243,1,243,1,NA,The article prints 243 and the pipeline gives 243.
coppock_hill_vavreck_2020,table_s3_april_11_two_ads,Table S3,pipeline,"Table S3, April 11, Two Ads",250,250,1,250,1,NA,The article prints 250 and the pipeline gives 250.
coppock_hill_vavreck_2020,table_s3_april_11_total,Table S3,pipeline,"Table S3, April 11, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_april_18_control,Table S3,pipeline,"Table S3, April 18, Control",250,250,1,250,1,NA,The article prints 250 and the pipeline gives 250.
coppock_hill_vavreck_2020,table_s3_april_18_pro_cruz,Table S3,pipeline,"Table S3, April 18, Pro Cruz",252,252,1,252,1,NA,The article prints 252 and the pipeline gives 252.
coppock_hill_vavreck_2020,table_s3_april_18_pro_kasich,Table S3,pipeline,"Table S3, April 18, Pro Kasich",250,250,1,250,1,NA,The article prints 250 and the pipeline gives 250.
coppock_hill_vavreck_2020,table_s3_april_18_two_ads,Table S3,pipeline,"Table S3, April 18, Two Ads",248,248,1,248,1,NA,The article prints 248 and the pipeline gives 248.
coppock_hill_vavreck_2020,table_s3_april_18_total,Table S3,pipeline,"Table S3, April 18, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_april_25_control,Table S3,pipeline,"Table S3, April 25, Control",207,207,1,207,1,NA,The article prints 207 and the pipeline gives 207.
coppock_hill_vavreck_2020,table_s3_april_25_pro_trump,Table S3,pipeline,"Table S3, April 25, Pro Trump",189,189,1,189,1,NA,The article prints 189 and the pipeline gives 189.
coppock_hill_vavreck_2020,table_s3_april_25_pro_cruz,Table S3,pipeline,"Table S3, April 25, Pro Cruz",207,207,1,207,1,NA,The article prints 207 and the pipeline gives 207.
coppock_hill_vavreck_2020,table_s3_april_25_two_ads,Table S3,pipeline,"Table S3, April 25, Two Ads",397,397,1,397,1,NA,The article prints 397 and the pipeline gives 397.
coppock_hill_vavreck_2020,table_s3_april_25_total,Table S3,pipeline,"Table S3, April 25, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_may_09_control,Table S3,pipeline,"Table S3, May 09, Control",198,198,1,198,1,NA,The article prints 198 and the pipeline gives 198.
coppock_hill_vavreck_2020,table_s3_may_09_anti_trump,Table S3,pipeline,"Table S3, May 09, Anti Trump",411,411,1,411,1,NA,The article prints 411 and the pipeline gives 411.
coppock_hill_vavreck_2020,table_s3_may_09_two_ads,Table S3,pipeline,"Table S3, May 09, Two Ads",391,391,1,391,1,NA,The article prints 391 and the pipeline gives 391.
coppock_hill_vavreck_2020,table_s3_may_09_total,Table S3,pipeline,"Table S3, May 09, Total",1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,table_s3_may_16_control,Table S3,pipeline,"Table S3, May 16, Control",204,204,1,204,1,NA,The article prints 204 and the pipeline gives 204.
coppock_hill_vavreck_2020,table_s3_may_16_pro_clinton,Table S3,pipeline,"Table S3, May 16, Pro Clinton",211,211,1,211,1,NA,The article prints 211 and the pipeline gives 211.
coppock_hill_vavreck_2020,table_s3_may_16_pro_sanders,Table S3,pipeline,"Table S3, May 16, Pro Sanders",189,189,1,189,1,NA,The article prints 189 and the pipeline gives 189.
coppock_hill_vavreck_2020,table_s3_may_16_two_ads,Table S3,pipeline,"Table S3, May 16, Two Ads",396,396,1,396,1,NA,The article prints 396 and the pipeline gives 396.
